origin,date,mean_temp
EWR,2013-01-01,36.90378378378379
EWR,2013-01-02,29.186521739130434
EWR,2013-01-03,29.923333333333332
EWR,2013-01-04,35.84
EWR,2013-01-05,38.774545454545454
EWR,2013-01-06,42.786829268292685
EWR,2013-01-07,41.82565217391304
EWR,2013-01-08,40.775
EWR,2013-01-09,44.32030769230769
EWR,2013-01-10,44.614117647058826
EWR,2013-01-11,44.450857142857146
EWR,2013-01-12,46.65578947368421
EWR,2013-01-13,46.476
EWR,2013-01-14,52.153207547169814
EWR,2013-01-15,38.312558139534886
EWR,2013-01-16,34.94510638297872
EWR,2013-01-17,41.742105263157896
EWR,2013-01-18,29.2352
EWR,2013-01-19,43.46774193548387
EWR,2013-01-20,46.502272727272725
EWR,2013-01-21,30.094634146341463
EWR,2013-01-22,20.556
EWR,2013-01-23,16.861632653061225
EWR,2013-01-24,20.290769230769232
EWR,2013-01-25,19.544
EWR,2013-01-26,21.44324324324324
EWR,2013-01-27,29.72
EWR,2013-01-28,32.638999999999996
EWR,2013-01-29,44.28285714285714
EWR,2013-01-30,54.07853658536585
EWR,2013-01-31,42.983333333333334
EWR,2013-02-01,29.28468085106383
EWR,2013-02-02,25.350285714285715
EWR,2013-02-03,28.113846153846154
EWR,2013-02-04,28.278909090909092
EWR,2013-02-05,29.817894736842106
EWR,2013-02-06,36.446666666666665
EWR,2013-02-07,30.24736842105263
EWR,2013-02-08,33.5228
EWR,2013-02-09,29.17860465116279
EWR,2013-02-10,29.418125
EWR,2013-02-11,39.10217391304348
EWR,2013-02-12,41.5904
EWR,2013-02-13,41.78967741935484
EWR,2013-02-14,42.04326530612245
EWR,2013-02-15,46.7132
EWR,2013-02-16,36.32
EWR,2013-02-17,27.793684210526315
EWR,2013-02-18,29.186521739130434
EWR,2013-02-19,42.361538461538466
EWR,2013-02-20,31.10782608695652
EWR,2013-02-21,30.696363636363635
EWR,2013-02-22,33.76651162790698
EWR,2013-02-23,40.19375
EWR,2013-02-24,42.392857142857146
EWR,2013-02-25,40.88375
EWR,2013-02-26,40.11565217391304
EWR,2013-02-27,44.81
EWR,2013-02-28,45.568275862068965
EWR,2013-03-01,40.92153846153846
EWR,2013-03-02,36.33875
EWR,2013-03-03,35.37695652173913
EWR,2013-03-04,36.12105263157895
EWR,2013-03-05,40.896153846153844
EWR,2013-03-06,40.97107142857143
EWR,2013-03-07,36.963846153846156
EWR,2013-03-08,35.7692
EWR,2013-03-09,46.725
EWR,2013-03-10,40.6832
EWR,2013-03-11,47.6
EWR,2013-03-12,53.5246511627907
EWR,2013-03-13,45.431
EWR,2013-03-14,36.42666666666667
EWR,2013-03-15,41.93673469387755
EWR,2013-03-16,35.6753488372093
EWR,2013-03-17,34.88964285714285
EWR,2013-03-18,32.81918367346939
EWR,2013-03-19,40.565365853658534
EWR,2013-03-20,41.50727272727273
EWR,2013-03-21,35.4155
EWR,2013-03-22,36.92
EWR,2013-03-23,42.585531914893615
EWR,2013-03-24,41.6
EWR,2013-03-25,38.2784
EWR,2013-03-26,46.25
EWR,2013-03-27,46.06360655737705
EWR,2013-03-28,45.43423076923077
EWR,2013-03-29,50.16125
EWR,2013-03-30,51.700816326530614
EWR,2013-03-31,48.732173913043475
EWR,2013-04-01,52.66625
EWR,2013-04-02,39.81297297297297
EWR,2013-04-03,41.4392
EWR,2013-04-04,43.01521739130435
EWR,2013-04-05,54.31357142857143
EWR,2013-04-06,45.21714285714285
EWR,2013-04-07,52.318823529411766
EWR,2013-04-08,61.06307692307692
EWR,2013-04-09,74.07764705882353
EWR,2013-04-10,62.2004
EWR,2013-04-11,54.14276923076923
EWR,2013-04-12,43.76352941176471
EWR,2013-04-13,50.40864864864865
EWR,2013-04-14,55.7331914893617
EWR,2013-04-15,50.23086956521739
EWR,2013-04-16,59.8388
EWR,2013-04-17,64.34905660377359
EWR,2013-04-18,54.58847457627119
EWR,2013-04-19,69.50545454545454
EWR,2013-04-20,54.945263157894736
EWR,2013-04-21,47.80470588235294
EWR,2013-04-22,48.504615384615384
EWR,2013-04-23,45.921875
EWR,2013-04-24,60.29705882352941
EWR,2013-04-25,56.79015384615385
EWR,2013-04-26,59.580408163265304
EWR,2013-04-27,63.19684210526316
EWR,2013-04-28,61.41411764705882
EWR,2013-04-29,54.60241379310345
EWR,2013-04-30,59.34857142857143
EWR,2013-05-01,58.30297872340426
EWR,2013-05-02,61.7651724137931
EWR,2013-05-03,56.68745762711864
EWR,2013-05-04,56.84837209302326
EWR,2013-05-05,53.36
EWR,2013-05-06,56.988846153846154
EWR,2013-05-07,63.763333333333335
EWR,2013-05-08,62.402580645161294
EWR,2013-05-09,64.12129032258065
EWR,2013-05-10,69.78235294117647
EWR,2013-05-11,67.05135135135136
EWR,2013-05-12,63.14
EWR,2013-05-13,53.35368421052632
EWR,2013-05-14,54.34347826086957
EWR,2013-05-15,63.49307692307693
EWR,2013-05-16,75.716
EWR,2013-05-17,67.8956
EWR,2013-05-18,61.14578947368421
EWR,2013-05-19,57.60846153846154
EWR,2013-05-20,72.87333333333333
EWR,2013-05-21,79.11142857142858
EWR,2013-05-22,70.66586206896552
EWR,2013-05-23,75.77446808510638
EWR,2013-05-24,55.98595744680851
EWR,2013-05-25,53.135
EWR,2013-05-26,63.887692307692305
EWR,2013-05-27,67.18150943396226
EWR,2013-05-28,60.72528301886793
EWR,2013-05-29,73.0175
EWR,2013-05-30,86.34736842105264
EWR,2013-05-31,86.4284
EWR,2013-06-01,83.54352941176471
EWR,2013-06-02,84.90392857142857
EWR,2013-06-03,73.73666666666666
EWR,2013-06-04,69.61678571428571
EWR,2013-06-05,66.155
EWR,2013-06-06,65.31636363636363
EWR,2013-06-07,62.613846153846154
EWR,2013-06-08,72.74146341463414
EWR,2013-06-09,77.79666666666667
EWR,2013-06-10,67.50695652173913
EWR,2013-06-11,77.55309090909091
EWR,2013-06-12,74.23333333333333
EWR,2013-06-13,65.24666666666667
EWR,2013-06-14,65.444
EWR,2013-06-15,75.42736842105263
EWR,2013-06-16,77.95236363636363
EWR,2013-06-17,79.92846153846153
EWR,2013-06-18,74.60315789473684
EWR,2013-06-19,72.068
EWR,2013-06-20,75.04377358490567
EWR,2013-06-21,74.78857142857143
EWR,2013-06-22,76.60926829268293
EWR,2013-06-23,80.216
EWR,2013-06-24,86.92333333333333
EWR,2013-06-25,83.91714285714286
EWR,2013-06-26,82.75280000000001
EWR,2013-06-27,80.32653846153846
EWR,2013-06-28,81.0212
EWR,2013-06-29,79.6590909090909
EWR,2013-06-30,79.15234042553192
EWR,2013-07-01,76.3738028169014
EWR,2013-07-02,80.4054054054054
EWR,2013-07-03,80.36
EWR,2013-07-04,84.33500000000001
EWR,2013-07-05,87.23428571428572
EWR,2013-07-06,88.70923076923077
EWR,2013-07-07,88.898
EWR,2013-07-08,84.15813953488373
EWR,2013-07-09,84.38692307692308
EWR,2013-07-10,84.10847457627119
EWR,2013-07-11,82.48709677419355
EWR,2013-07-12,74.61875
EWR,2013-07-13,76.2531914893617
EWR,2013-07-14,85.74867924528301
EWR,2013-07-15,89.83236363636364
EWR,2013-07-16,88.54172413793104
EWR,2013-07-17,88.85136363636363
EWR,2013-07-18,93.2122033898305
EWR,2013-07-19,94.4930612244898
EWR,2013-07-20,88.35285714285715
EWR,2013-07-21,83.0975
EWR,2013-07-22,81.04181818181819
EWR,2013-07-23,82.12307692307692
EWR,2013-07-24,80.21906976744187
EWR,2013-07-25,66.32214285714286
EWR,2013-07-26,77.56945454545455
EWR,2013-07-27,77.46363636363637
EWR,2013-07-28,75.78125
EWR,2013-07-29,79.952
EWR,2013-07-30,76.91714285714286
EWR,2013-07-31,77.37830508474576
EWR,2013-08-01,71.28125
EWR,2013-08-02,78.26367346938775
EWR,2013-08-03,73.03666666666668
EWR,2013-08-04,76.6311475409836
EWR,2013-08-05,74.18979591836735
EWR,2013-08-06,74.4368
EWR,2013-08-07,74.87882352941176
EWR,2013-08-08,76.139130434782615
EWR,2013-08-09,81.24058823529411
EWR,2013-08-10,79.41772727272728
EWR,2013-08-11,75.4196
EWR,2013-08-12,76.536
EWR,2013-08-13,74.51272727272728
EWR,2013-08-14,69.75178571428572
EWR,2013-08-15,72.91666666666667
EWR,2013-08-16,73.07272727272728
EWR,2013-08-17,75.73608695652175
EWR,2013-08-18,74.212
EWR,2013-08-19,74.9
EWR,2013-08-20,80.33666666666667
EWR,2013-08-21,82.2884
EWR,2013-08-22,75.22432432432433
EWR,2013-08-23,77.55875
EWR,2013-08-24,72.41230769230769
EWR,2013-08-25,76.62826086956522
EWR,2013-08-26,77.5688
EWR,2013-08-27,81.38428571428571
EWR,2013-08-28,77.42196721311475
EWR,2013-08-29,75.47176470588235
EWR,2013-08-30,78.47240000000001
EWR,2013-08-31,81.54695652173913
EWR,2013-09-01,79.853
EWR,2013-09-02,78.27
EWR,2013-09-03,78.0835294117647
EWR,2013-09-04,74.44571428571429
EWR,2013-09-05,72.41551020408163
EWR,2013-09-06,66.8075
EWR,2013-09-07,72.10727272727273
EWR,2013-09-08,76.88685714285714
EWR,2013-09-09,65.97924528301887
EWR,2013-09-10,80.276
EWR,2013-09-11,87.2035294117647
EWR,2013-09-12,79.48693877551021
EWR,2013-09-13,72.07872340425531
EWR,2013-09-14,63.081935483870964
EWR,2013-09-15,64.26114285714286
EWR,2013-09-16,66.05735849056605
EWR,2013-09-17,57.86115384615385
EWR,2013-09-18,65.23647058823529
EWR,2013-09-19,67.76315789473684
EWR,2013-09-20,68.96979591836735
EWR,2013-09-21,70.07529411764706
EWR,2013-09-22,65.06913043478261
EWR,2013-09-23,60.54145454545455
EWR,2013-09-24,63.9334693877551
EWR,2013-09-25,64.80875
EWR,2013-09-26,64.26881355932204
EWR,2013-09-27,63.49333333333333
EWR,2013-09-28,66.77130434782609
EWR,2013-09-29,65.18375
EWR,2013-09-30,65.88075471698113
EWR,2013-10-01,73.26581818181818
EWR,2013-10-02,74.87130434782608
EWR,2013-10-03,73.94339622641509
EWR,2013-10-04,79.55056603773585
EWR,2013-10-05,70.12142857142857
EWR,2013-10-06,69.08857142857143
EWR,2013-10-07,69.50244897959183
EWR,2013-10-08,61.7375
EWR,2013-10-09,59.225
EWR,2013-10-10,58.11963636363637
EWR,2013-10-11,64.90318181818182
EWR,2013-10-12,65.24342857142857
EWR,2013-10-13,61.05894736842105
EWR,2013-10-14,60.181612903225805
EWR,2013-10-15,63.01464285714286
EWR,2013-10-16,62.33163636363636
EWR,2013-10-17,67.87647058823529
EWR,2013-10-18,62.82235294117647
EWR,2013-10-19,59.072
EWR,2013-10-20,58.6355
EWR,2013-10-21,59.01255813953488
EWR,2013-10-22,59.18
EWR,2013-10-23,52.18727272727273
EWR,2013-10-24,48.026923076923076
EWR,2013-10-25,48.17136363636364
EWR,2013-10-26,50.355384615384615
EWR,2013-10-27,53.44347826086957
EWR,2013-10-28,54.305
EWR,2013-10-29,50.072857142857146
EWR,2013-10-30,54.82693877551021
EWR,2013-10-31,60.808
EWR,2013-11-01,67.61
EWR,2013-11-02,61.41448275862069
EWR,2013-11-03,46.373
EWR,2013-11-04,41.67245283018868
EWR,2013-11-05,49.02451612903226
EWR,2013-11-06,56.541199999999996
EWR,2013-11-07,54.73318181818182
EWR,2013-11-08,45.87894736842105
EWR,2013-11-09,45.22727272727273
EWR,2013-11-10,52.63368421052632
EWR,2013-11-11,49.11578947368421
EWR,2013-11-12,36.65882352941176
EWR,2013-11-13,35.678260869565214
EWR,2013-11-14,46.019
EWR,2013-11-15,47.98608695652174
EWR,2013-11-16,54.066874999999996
EWR,2013-11-17,56.6852
EWR,2013-11-18,60.800000000000004
EWR,2013-11-19,43.744
EWR,2013-11-20,38.2316
EWR,2013-11-21,45.8
EWR,2013-11-22,54.4064
EWR,2013-11-23,43.57625
EWR,2013-11-24,26.64829268292683
EWR,2013-11-25,31.2836
EWR,2013-11-26,37.78204081632653
EWR,2013-11-27,47.921176470588236
EWR,2013-11-28,32.67846153846154
EWR,2013-11-29,35.742758620689656
EWR,2013-11-30,34.083333333333336
EWR,2013-12-01,44.195
EWR,2013-12-02,45.35272727272727
EWR,2013-12-03,47.4222641509434
EWR,2013-12-04,46.53404255319149
EWR,2013-12-05,55.36294117647059
EWR,2013-12-06,45.793684210526315
EWR,2013-12-07,38.708461538461535
EWR,2013-12-08,31.1268085106383
EWR,2013-12-09,35.876666666666665
EWR,2013-12-10,32.70758620689655
EWR,2013-12-11,29.0444
EWR,2013-12-12,24.539574468085107
EWR,2013-12-13,29.92490566037736
EWR,2013-12-14,24.427586206896553
EWR,2013-12-15,36.07781818181818
EWR,2013-12-16,27.267636363636363
EWR,2013-12-17,27.34769230769231
EWR,2013-12-18,30.733898305084747
EWR,2013-12-19,36.47507692307693
EWR,2013-12-20,43.202127659574465
EWR,2013-12-21,56.52628571428571
EWR,2013-12-22,66.86545454545454
EWR,2013-12-23,56.61333333333333
EWR,2013-12-24,36.374
EWR,2013-12-25,26.086470588235294
EWR,2013-12-26,33.20226415094339
EWR,2013-12-27,35.49016949152542
EWR,2013-12-28,44.51857142857143
EWR,2013-12-29,43.16
EWR,2013-12-30,37.19529411764706
EWR,2013-12-31,NA
JFK,2013-01-01,36.855714285714285
JFK,2013-01-02,29.579473684210527
JFK,2013-01-03,30.673684210526314
JFK,2013-01-04,35.595813953488374
JFK,2013-01-05,37.68565217391304
JFK,2013-01-06,40.27653846153846
JFK,2013-01-07,41.03673469387755
JFK,2013-01-08,41.69428571428571
JFK,2013-01-09,44.187894736842104
JFK,2013-01-10,43.79
JFK,2013-01-11,43.46648648648649
JFK,2013-01-12,44.85116279069767
JFK,2013-01-13,44.989999999999995
JFK,2013-01-14,52.0295
JFK,2013-01-15,38.304500000000004
JFK,2013-01-16,35.864
JFK,2013-01-17,41.23478260869565
JFK,2013-01-18,28.05317073170732
JFK,2013-01-19,44.03906976744186
JFK,2013-01-20,46.99707317073171
JFK,2013-01-21,30.489756097560978
JFK,2013-01-22,19.408372093023257
JFK,2013-01-23,16.22157894736842
JFK,2013-01-24,19.63142857142857
JFK,2013-01-25,19.9265
JFK,2013-01-26,23.055384615384614
JFK,2013-01-27,30.02
JFK,2013-01-28,33.484
JFK,2013-01-29,41.87176470588235
JFK,2013-01-30,47.68918918918919
JFK,2013-01-31,41.1845
JFK,2013-02-01,29.36279069767442
JFK,2013-02-02,26.25161290322581
JFK,2013-02-03,28.25521739130435
JFK,2013-02-04,27.844347826086956
JFK,2013-02-05,30.316470588235294
JFK,2013-02-06,36.204
JFK,2013-02-07,29.746896551724138
JFK,2013-02-08,33.35642857142857
JFK,2013-02-09,28.651162790697676
JFK,2013-02-10,27.77
JFK,2013-02-11,42.196756756756756
JFK,2013-02-12,41.47489361702128
JFK,2013-02-13,36.924
JFK,2013-02-14,38.626938775510204
JFK,2013-02-15,42.967727272727274
JFK,2013-02-16,35.355471698113206
JFK,2013-02-17,27.449473684210528
JFK,2013-02-18,28.74153846153846
JFK,2013-02-19,41.984255319148936
JFK,2013-02-20,30.51846153846154
JFK,2013-02-21,29.78272727272727
JFK,2013-02-22,34.49375
JFK,2013-02-23,40.411186440677966
JFK,2013-02-24,41.08372093023256
JFK,2013-02-25,41.86936170212766
JFK,2013-02-26,39.997727272727275
JFK,2013-02-27,46.83714285714286
JFK,2013-02-28,45.051764705882356
JFK,2013-03-01,41.13125
JFK,2013-03-02,37.112
JFK,2013-03-03,34.99842105263158
JFK,2013-03-04,37.40375
JFK,2013-03-05,40.517073170731706
JFK,2013-03-06,40.15094339622642
JFK,2013-03-07,35.82153846153846
JFK,2013-03-08,35.50333333333333
JFK,2013-03-09,45.588235294117645
JFK,2013-03-10,38.77755102040816
JFK,2013-03-11,46.12150943396227
JFK,2013-03-12,49.233200000000004
JFK,2013-03-13,45.26681818181818
JFK,2013-03-14,36.057500000000005
JFK,2013-03-15,40.317894736842106
JFK,2013-03-16,35.112258064516126
JFK,2013-03-17,35.6252
JFK,2013-03-18,32.918
JFK,2013-03-19,39.92765957446809
JFK,2013-03-20,41.38716981132075
JFK,2013-03-21,33.373023255813955
JFK,2013-03-22,38.080400000000004
JFK,2013-03-23,41.77877551020408
JFK,2013-03-24,39.98979591836735
JFK,2013-03-25,37.446799999999996
JFK,2013-03-26,45.23658536585366
JFK,2013-03-27,47.96122448979592
JFK,2013-03-28,47.3734693877551
JFK,2013-03-29,48.98652173913043
JFK,2013-03-30,49.247692307692304
JFK,2013-03-31,47.2027027027027
JFK,2013-04-01,50.846000000000004
JFK,2013-04-02,39.684285714285714
JFK,2013-04-03,41.52961538461538
JFK,2013-04-04,40.83317073170732
JFK,2013-04-05,52.2875
JFK,2013-04-06,42.2
JFK,2013-04-07,47.73269230769231
JFK,2013-04-08,57.09578947368421
JFK,2013-04-09,72.33255813953488
JFK,2013-04-10,59.5131914893617
JFK,2013-04-11,52.339999999999996
JFK,2013-04-12,43.038695652173914
JFK,2013-04-13,47.52978723404255
JFK,2013-04-14,53.872093023255815
JFK,2013-04-15,49.14186046511628
JFK,2013-04-16,53.731186440677966
JFK,2013-04-17,59.21
JFK,2013-04-18,53.54
JFK,2013-04-19,57.458260869565216
JFK,2013-04-20,54.44375
JFK,2013-04-21,45.92923076923077
JFK,2013-04-22,48.25351351351351
JFK,2013-04-23,47.42
JFK,2013-04-24,52.05285714285714
JFK,2013-04-25,55.05255813953488
JFK,2013-04-26,58.28642857142857
JFK,2013-04-27,57.126363636363635
JFK,2013-04-28,55.840816326530614
JFK,2013-04-29,53.480000000000004
JFK,2013-04-30,58.320754716981135
JFK,2013-05-01,55.840526315789475
JFK,2013-05-02,56.94941176470588
JFK,2013-05-03,53.5865
JFK,2013-05-04,55.53
JFK,2013-05-05,52.053636363636365
JFK,2013-05-06,56.14377358490566
JFK,2013-05-07,60.663783783783785
JFK,2013-05-08,58.1765
JFK,2013-05-09,62.33658536585366
JFK,2013-05-10,66.15591836734694
JFK,2013-05-11,60.86893617021276
JFK,2013-05-12,62.89387755102041
JFK,2013-05-13,53.055
JFK,2013-05-14,54.76470588235294
JFK,2013-05-15,57.708695652173915
JFK,2013-05-16,65.79959183673469
JFK,2013-05-17,66.785
JFK,2013-05-18,58.84571428571429
JFK,2013-05-19,56.89464285714286
JFK,2013-05-20,65.07304347826087
JFK,2013-05-21,70.092
JFK,2013-05-22,66.79727272727273
JFK,2013-05-23,65.33529411764707
JFK,2013-05-24,56.181132075471695
